#F1	F2	d
MZ22525608	MZ22516173	-0.0000
MZ22530442	MZ22527648	0.0000
MZ22502981	MZ22514533	0.0000
MZ22522160	MZ22502972	0.0994
MZ22527474	MZ22507567	0.0000
MZ22522094	MZ22524767	0.2101
MZ22530780	MZ22521233	-0.0175
MZ22514037	MZ22501043	0.0822
MZ22528278	MZ22502190	-0.0042
MZ22527855	MZ22504879	-0.0134
MZ22527042	MZ22519513	0.0208
MZ22527398	MZ22501095	0.3309
MZ22529658	MZ22518163	0.0000
MZ22519601	MZ22508604	0.0000
MZ22529219	MZ22510902	0.0000
MZ22530335	MZ22513095	-0.0130
MZ22526977	MZ22504682	-0.0065
MZ22528998	MZ22511447	0.0000
MZ22521358	MZ22505681	0.2554
MZ22529196	MZ22508823	0.0000
MZ22526642	MZ22503229	-0.0002
MZ22531233	MZ22518944	0.0000
MZ22529010	MZ22525596	-0.0118
MZ22527930	MZ22519879	0.0000
MZ22527853	MZ22526455	0.0677
MZ22523531	MZ22503958	-0.0000
MZ22526652	MZ22507290	0.0000
MZ22528493	MZ22502327	0.0000
MZ22528724	MZ22507401	-0.0000
MZ22505965	MZ22500405	0.3750
MZ22520852	MZ22516593	1.0325
MZ22529894	MZ22513141	0.0000
MZ22513068	MZ22508709	0.2197
MZ22529677	MZ22517019	0.0000
MZ22528235	MZ22500655	0.0000
MZ22525040	MZ22505417	0.0000
MZ22530813	MZ22508753	0.0057
MZ22525431	MZ22503597	0.4462
MZ22523046	MZ22501852	-0.0000
MZ22529915	MZ22513827	-0.0171
MZ22529420	MZ22504303	0.0000
MZ22531003	MZ22518328	-0.0023
MZ22520513	MZ22500880	0.3263
MZ22528382	MZ22505573	0.4774
MZ22521493	MZ22504709	0.5690
MZ22514785	MZ22504893	0.0000
MZ22512391	MZ22505984	-0.0004
MZ22530903	MZ22519064	-0.0180
MZ22529649	MZ22521070	0.0000
MZ22530774	MZ22518766	0.0000
MZ22523393	MZ22500757	0.0000
MZ22529240	MZ22514308	0.0000
MZ22529651	MZ22518459	0.0000
MZ22529769	MZ22515408	0.8481
MZ22527489	MZ22513316	0.2835
MZ22529587	MZ22507618	0.0000
MZ22525702	MZ22510626	0.5488
MZ22527325	MZ22500317	0.0000
MZ22529522	MZ22523805	-0.0041
MZ22529937	MZ22519376	0.0000
MZ22530215	MZ22504267	0.0000
MZ22527668	MZ22502202	-0.0118
MZ22530178	MZ22517585	0.0000
MZ22530740	MZ22511155	0.0000
MZ22520603	MZ22506376	0.4648
MZ22530773	MZ22500450	0.0000
MZ22529286	MZ22521810	-0.0000
MZ22527079	MZ22503255	0.1888
MZ22531179	MZ22507851	-0.0057
MZ22525083	MZ22516068	-0.0144
MZ22528039	MZ22521622	0.0000
MZ22528392	MZ22513312	0.0000
MZ22530363	MZ22525277	-0.0065
MZ22516350	MZ22503251	0.4008
MZ22527624	MZ22509448	0.2686
MZ22530414	MZ22506758	0.0000
MZ22525253	MZ22515834	0.6163
MZ22527065	MZ22511931	0.6813
MZ22523760	MZ22516284	0.0899
MZ22526420	MZ22505312	0.0000
MZ22526925	MZ22522786	0.6774
MZ22530548	MZ22515178	0.0000
MZ22519479	MZ22504431	0.1481
MZ22528007	MZ22505814	0.0000
MZ22518320	MZ22502581	0.6983
MZ22524783	MZ22506659	0.0000
MZ22517028	MZ22507394	0.6660
MZ22527498	MZ22520963	-0.0000
MZ22527227	MZ22522886	0.0390
MZ22525800	MZ22518537	0.3277
MZ22512892	MZ22512080	0.3494
MZ22528334	MZ22513557	0.0000
MZ22526875	MZ22509658	-0.0075
MZ22517244	MZ22506704	0.0000
MZ22527679	MZ22505226	-0.0002
MZ22528297	MZ22503343	0.0000
MZ22527194	MZ22504622	0.0891
MZ22519541	MZ22505357	-0.0000
MZ22513078	MZ22502920	0.3666
MZ22530891	MZ22526822	0.0000
MZ22530654	MZ22505624	0.3613
MZ22530330	MZ22507090	0.0000
MZ22525132	MZ22523759	0.0448
MZ22513501	MZ22507119	0.1554
MZ22527536	MZ22509429	0.0000
MZ22530984	MZ22522144	0.0000
MZ22530999	MZ22527117	0.0000
MZ22528359	MZ22515260	0.0000
MZ22530631	MZ22523187	0.0000
MZ22529472	MZ22523869	0.0632
MZ22517576	MZ22516704	-0.0000
MZ22517402	MZ22517390	0.0221
MZ22525339	MZ22520154	-0.0191
MZ22526809	MZ22512019	0.0000
MZ22526286	MZ22519005	-0.0000
MZ22529676	MZ22515182	0.0000
MZ22526883	MZ22500156	-0.0066
MZ22514065	MZ22505081	0.7657
MZ22528481	MZ22501784	0.3446
MZ22530258	MZ22506788	0.0000
MZ22511116	MZ22500537	-0.0138
MZ22530883	MZ22504585	-0.0000
MZ22530437	MZ22500806	-0.0197
MZ22512431	MZ22503376	0.5401
MZ22523663	MZ22515477	0.5982
MZ22529819	MZ22504901	0.5005
MZ22523320	MZ22507129	0.0000
MZ22531214	MZ22510317	-0.0029
MZ22529668	MZ22524370	0.0000
MZ22526610	MZ22518903	-0.0093
MZ22527962	MZ22500052	0.2315
MZ22529744	MZ22501661	0.0000
MZ22528714	MZ22505668	0.1826
MZ22528321	MZ22502584	0.1176
MZ22529433	MZ22502268	0.5583
MZ22522537	MZ22502535	0.3285
MZ22508705	MZ22500461	0.4434
MZ22530000	MZ22508808	0.0000
MZ22529100	MZ22510765	-0.0190
MZ22507824	MZ22511986	-0.0000
MZ22529994	MZ22507688	0.0000
MZ22519008	MZ22508304	0.4763
MZ22527016	MZ22517085	-0.0073
MZ22508266	MZ22501897	0.4312
MZ22526736	MZ22514273	0.0000
MZ22529083	MZ22512989	0.0000
MZ22530190	MZ22523051	-0.0000
MZ22528836	MZ22508184	0.0000
MZ22525065	MZ22525674	0.0000
MZ22529641	MZ22503773	0.0000
MZ22519285	MZ22509770	0.0000
MZ22523477	MZ22512518	-0.0051
MZ22526956	MZ22518267	-0.0000
MZ22522197	MZ22507882	0.4265
MZ22528227	MZ22504267	0.0000
MZ22530933	MZ22505191	0.0000
MZ22530629	MZ22522397	0.0000
MZ22529511	MZ22516707	0.0000
MZ22528028	MZ22504313	0.1467
MZ22530413	MZ22506965	0.0000
MZ22529564	MZ22514162	0.0000
MZ22511587	MZ22500876	-0.0063
MZ22530709	MZ22503479	-0.0000
MZ22529387	MZ22517496	0.4940
MZ22524230	MZ22503740	-0.0006
MZ22526996	MZ22506449	0.3170
MZ22529991	MZ22527467	0.0000
MZ22528768	MZ22527544	0.0000
MZ22530405	MZ22516228	0.0000
MZ22527042	MZ22512710	-0.0082
MZ22530415	MZ22523870	0.3424
MZ22525738	MZ22500680	-0.0000
MZ22520556	MZ22504296	0.1263
MZ22523139	MZ22513151	0.2557
MZ22522184	MZ22502521	0.0000
MZ22528973	MZ22509153	-0.0058
MZ22530015	MZ22520903	-0.0076
MZ22526803	MZ22506875	0.0000
MZ22516793	MZ22507869	0.1121
MZ22523199	MZ22505237	0.0000
MZ22530957	MZ22502505	-0.0000
MZ22507335	MZ22501385	0.4673
MZ22515204	MZ22501896	0.0000
MZ22531148	MZ22517966	-0.0065
MZ22529734	MZ22517540	-0.0080
MZ22530869	MZ22519799	-0.0000
MZ22530326	MZ22517636	-0.0133
MZ22520172	MZ22500202	0.2362
MZ22530477	MZ22517533	0.0000
MZ22530793	MZ22516537	0.0000
MZ22528555	MZ22501163	-0.0200
MZ22527292	MZ22510104	0.0060
MZ22521613	MZ22504223	0.0000
MZ22528242	MZ22519908	-0.0039
MZ22530907	MZ22504304	0.0000
MZ22529746	MZ22506201	-0.0044
MZ22525485	MZ22506200	0.0000
MZ22518949	MZ22509202	0.8225
MZ22502784	MZ22500128	0.3183
MZ22527455	MZ22503676	-0.0049
MZ22530991	MZ22509392	-0.0000
MZ22529511	MZ22502327	0.0000
MZ22526628	MZ22516162	0.0000
MZ22519211	MZ22507903	-0.0152
MZ22529931	MZ22505229	0.0000
MZ22531229	MZ22505945	0.0000
MZ22528487	MZ22516446	-0.0147
MZ22529454	MZ22527312	-0.0041
MZ22511039	MZ22503103	-0.0000
MZ22530209	MZ22521923	-0.0009
MZ22526975	MZ22520168	0.1587
MZ22524802	MZ22508818	0.2527
MZ22527579	MZ22504582	0.2174
MZ22530366	MZ22517340	0.0000
MZ22527651	MZ22524887	-0.0123
MZ22531110	MZ22516231	-0.0055
MZ22526065	MZ22506944	-0.0019
MZ22519842	MZ22513359	0.3479
MZ22529367	MZ22523079	-0.0000
MZ22522990	MZ22521201	0.3896
MZ22522913	MZ22508861	0.7763
MZ22529671	MZ22513677	-0.0000
MZ22527745	MZ22521240	-0.0128
MZ22511083	MZ22500571	0.0339
MZ22508137	MZ22500490	0.0259
MZ22530636	MZ22507502	0.0000
MZ22513649	MZ22504300	0.3494
MZ22524973	MZ22512210	0.6285
MZ22506081	MZ22503151	0.4435
MZ22528768	MZ22511454	0.0000
MZ22526173	MZ22522587	0.0181
MZ22529102	MZ22519570	0.0000
MZ22527816	MZ22502462	0.0000
MZ22530622	MZ22502373	0.0000
MZ22520583	MZ22511308	-0.0055
MZ22522546	MZ22515575	0.1366
MZ22530175	MZ22523955	0.0000
MZ22527772	MZ22519914	0.0000
MZ22515259	MZ22502920	0.0942
MZ22529854	MZ22504303	0.0000
MZ22531031	MZ22506886	0.1319
MZ22519085	MZ22518004	0.3737
MZ22530499	MZ22503116	-0.0051
MZ22527670	MZ22511529	-0.0000
MZ22521306	MZ22504972	-0.0010
MZ22530321	MZ22516255	-0.0113
MZ22525256	MZ22517261	0.0000
MZ22519864	MZ22503420	0.6023
MZ22517825	MZ22503106	-0.0158
MZ22507310	MZ22502765	0.2697
MZ22527567	MZ22517686	0.0000
MZ22529367	MZ22508571	-0.0044
MZ22517928	MZ22502795	0.7481
MZ22516940	MZ22511335	-0.0000
MZ22530413	MZ22507689	0.0000
MZ22530721	MZ22507334	-0.0049
MZ22522586	MZ22509537	0.5273
MZ22517327	MZ22501933	0.2539
MZ22531080	MZ22525400	0.0000
MZ22531115	MZ22513847	-0.0036
MZ22529488	MZ22526804	0.0000
MZ22530012	MZ22523614	0.2469
MZ22530977	MZ22504777	0.0000
MZ22529998	MZ22518871	0.0000
MZ22509596	MZ22501082	0.3368
MZ22530440	MZ22503034	0.0000
MZ22529265	MZ22518225	0.0000
MZ22530685	MZ22517990	0.0000
MZ22526612	MZ22518661	0.0000
MZ22523125	MZ22505858	-0.0000
MZ22528683	MZ22514612	0.0000
MZ22531236	MZ22517612	-0.0120
MZ22527487	MZ22524989	0.2423
MZ22516599	MZ22504079	0.6366
MZ22524489	MZ22515978	0.2544
MZ22528723	MZ22526065	0.0000
MZ22526870	MZ22505796	0.4068
MZ22531111	MZ22517249	-0.0058
MZ22512776	MZ22501393	0.0319
MZ22505508	MZ22504796	0.5332
MZ22510970	MZ22503502	0.7200
MZ22526031	MZ22511517	-0.0000
MZ22530342	MZ22504508	-0.0003
MZ22527648	MZ22526187	0.0000
MZ22517480	MZ22507292	0.6456
MZ22518776	MZ22507248	0.0000
MZ22522427	MZ22501751	0.2301
MZ22527550	MZ22523296	0.1654
MZ22524988	MZ22525010	-0.0144
MZ22529883	MZ22515696	0.0000
MZ22516010	MZ22502698	0.0861
MZ22517831	MZ22500603	0.2164
MZ22507977	MZ22505478	-0.0075
MZ22512310	MZ22506675	0.6220
MZ22530215	MZ22514394	0.0000
MZ22527292	MZ22504097	0.0000
MZ22530860	MZ22509333	0.4018
MZ22526467	MZ22524500	0.0000
MZ22527379	MZ22501662	0.0000
MZ22527628	MZ22525122	-0.0009
MZ22531127	MZ22512102	-0.0007
MZ22526668	MZ22501918	-0.0127
MZ22527990	MZ22512819	-0.0052
MZ22525813	MZ22518039	-0.0133
MZ22530692	MZ22512001	0.4171
MZ22525245	MZ22504305	0.1850
MZ22529280	MZ22502991	0.1811
MZ22527027	MZ22522044	0.3898
MZ22528808	MZ22519383	0.0000
MZ22522922	MZ22525958	-0.0000
MZ22518402	MZ22511510	0.0000
MZ22529151	MZ22509282	0.0000
MZ22528996	MZ22506226	-0.0081
MZ22529427	MZ22503756	0.0000
MZ22522207	MZ22512497	0.3485
MZ22527414	MZ22524301	0.0000
MZ22527300	MZ22506695	0.0000
MZ22525421	MZ22502462	-0.0000
MZ22529593	MZ22523813	-0.0103
MZ22528105	MZ22502706	-0.0005
MZ22523372	MZ22504570	0.1172
MZ22528629	MZ22504598	0.2478
MZ22529207	MZ22509618	-0.0041
MZ22527051	MZ22518353	0.0000
MZ22526375	MZ22505018	0.0000
MZ22522566	MZ22505858	0.0000
MZ22530484	MZ22520056	0.0000
MZ22509664	MZ22503124	0.6312
MZ22509884	MZ22503417	0.9970
MZ22527233	MZ22521356	0.1656
MZ22527622	MZ22512183	0.0000
MZ22529768	MZ22507146	0.0711
MZ22527070	MZ22511236	0.0773
MZ22524517	MZ22504758	0.4322
MZ22530047	MZ22506091	0.0000
MZ22529569	MZ22520493	-0.0042
MZ22529933	MZ22504611	0.0000
MZ22529456	MZ22512380	0.0077
MZ22527124	MZ22510961	0.0698
MZ22531136	MZ22517337	-0.0023
MZ22525183	MZ22521158	0.0000
MZ22531043	MZ22504454	-0.0000
MZ22529885	MZ22510113	0.0000
MZ22516401	MZ22512632	0.0596
MZ22530331	MZ22507748	0.0000
MZ22507770	MZ22503151	0.1935
MZ22521971	MZ22504476	0.6302
MZ22523035	MZ22515432	0.0000
MZ22527139	MZ22515312	0.0765
MZ22527542	MZ22523350	0.6505
MZ22529308	MZ22523326	-0.0000
MZ22509118	MZ22509111	0.1366
MZ22529873	MZ22517036	0.0000
MZ22529759	MZ22510333	0.4384
MZ22523039	MZ22518657	-0.0049
MZ22531069	MZ22515399	0.0000
MZ22531143	MZ22506146	0.0000
MZ22521976	MZ22507657	0.0000
MZ22528117	MZ22518159	0.0000
MZ22529807	MZ22516503	0.0000
MZ22530755	MZ22503957	0.0000
MZ22527136	MZ22520788	-0.0078
MZ22529253	MZ22519117	0.0000
MZ22528617	MZ22508960	0.0000
MZ22526621	MZ22508860	-0.0000
MZ22528135	MZ22500601	0.0000
MZ22530151	MZ22503884	0.0488
MZ22526707	MZ22513044	0.0000
MZ22529740	MZ22502276	0.0000
MZ22529620	MZ22503161	0.2262
MZ22521759	MZ22507760	0.3105
MZ22529529	MZ22516767	0.0000
MZ22513834	MZ22503164	0.4492
MZ22525836	MZ22519436	0.1943
MZ22530177	MZ22526443	-0.0000
MZ22529094	MZ22511393	-0.0000
MZ22529861	MZ22504019	0.0000
MZ22531228	MZ22503141	-0.0051
MZ22525758	MZ22512786	0.0350
MZ22525624	MZ22507123	0.0000
MZ22529409	MZ22502668	0.0000
MZ22529753	MZ22513711	0.0000
MZ22531103	MZ22502457	0.1144
MZ22526244	MZ22515138	0.0000
MZ22529400	MZ22514620	0.0000
MZ22529787	MZ22512008	0.0000
MZ22527082	MZ22506063	0.5526
MZ22518472	MZ22500570	0.0462
MZ22528315	MZ22500967	-0.0008
MZ22529196	MZ22501058	0.0000
MZ22528980	MZ22523343	0.0000
MZ22529143	MZ22516934	0.0000
MZ22527500	MZ22513055	-0.0020
MZ22528694	MZ22511249	0.0000
MZ22529352	MZ22522374	0.0000
MZ22531022	MZ22504833	0.0000
MZ22527251	MZ22503183	-0.0127
MZ22522005	MZ22517941	0.2681
MZ22521382	MZ22518583	-0.0000
MZ22530835	MZ22513367	0.0000
MZ22530515	MZ22504022	0.3989
MZ22529611	MZ22508290	0.7027
MZ22531176	MZ22502650	0.0000
MZ22527842	MZ22515000	0.1799
MZ22527652	MZ22516984	0.0000
MZ22529192	MZ22500475	0.0000
MZ22524653	MZ22509786	0.0000
MZ22529532	MZ22505870	0.0000
MZ22531183	MZ22521904	0.0000
MZ22504299	MZ22500244	0.0574
MZ22526784	MZ22522573	0.0000
MZ22521652	MZ22519122	-0.0023
MZ22523897	MZ22506399	0.0000
MZ22529244	MZ22520722	-0.0033
MZ22527378	MZ22507463	-0.0066
MZ22520461	MZ22510081	0.5963
MZ22526730	MZ22515596	0.0000
MZ22528334	MZ22503832	0.0000
MZ22528602	MZ22501455	0.0000
MZ22527891	MZ22517712	0.2051
MZ22526356	MZ22517005	0.0503
MZ22528418	MZ22501086	-0.0092
MZ22527394	MZ22503452	-0.0075
MZ22516112	MZ22504938	0.5472
MZ22529603	MZ22515418	0.0240
MZ22528120	MZ22503390	0.2856
MZ22529428	MZ22506212	-0.0101
MZ22527826	MZ22502893	-0.0000
MZ22529362	MZ22504302	0.0000
MZ22531086	MZ22509766	0.0000
MZ22531152	MZ22512110	0.0000
MZ22529259	MZ22501207	-0.0009
MZ22530718	MZ22503392	-0.0004
MZ22528780	MZ22512802	0.0147
MZ22530364	MZ22514063	-0.0027
MZ22521308	MZ22508020	0.0174
MZ22514785	MZ22523647	0.0000
MZ22530902	MZ22520254	0.1392
MZ22530342	MZ22506604	0.0000
MZ22522354	MZ22501633	-0.0200
MZ22530958	MZ22505766	0.0000
MZ22518161	MZ22505009	0.0000
MZ22530998	MZ22509921	-0.0017
MZ22519814	MZ22504497	0.4862
MZ22520203	MZ22520565	0.1326
MZ22530793	MZ22512340	0.0000
MZ22523632	MZ22507460	0.0000
MZ22530333	MZ22515250	0.0000
MZ22530461	MZ22520299	-0.0090
MZ22526690	MZ22510793	0.0000
MZ22528774	MZ22519517	-0.0062
MZ22524572	MZ22518039	-0.0050
MZ22529517	MZ22503779	0.0000
MZ22516770	MZ22513082	-0.0168
MZ22530143	MZ22522426	0.0000
MZ22530136	MZ22516478	0.0000
MZ22516466	MZ22504809	0.1954
MZ22530361	MZ22500942	0.0000
MZ22513605	MZ22501716	0.6402
MZ22529755	MZ22512321	0.0000
MZ22524315	MZ22503652	0.0000
MZ22526989	MZ22516246	0.0000
MZ22523466	MZ22514823	0.3477
MZ22513006	MZ22504223	0.0000
MZ22526939	MZ22515847	0.1427
MZ22529708	MZ22504274	0.0000
MZ22529919	MZ22503728	-0.0037
MZ22527813	MZ22500892	-0.0052
MZ22527665	MZ22525477	0.0000
MZ22529548	MZ22523156	0.0000
MZ22526057	MZ22515281	0.0120
MZ22526945	MZ22519234	0.3625
MZ22530817	MZ22523160	-0.0071
MZ22528007	MZ22502480	0.0351
MZ22523993	MZ22502102	0.0000
MZ22529003	MZ22522263	0.3985
MZ22527753	MZ22510649	-0.0067
MZ22525388	MZ22523414	0.0000
MZ22518997	MZ22513805	0.5497
MZ22530795	MZ22524286	-0.0049
MZ22526739	MZ22501042	0.4479
MZ22529734	MZ22503563	0.0000
MZ22530702	MZ22507018	-0.0034
MZ22526472	MZ22514220	0.0846
MZ22530178	MZ22519416	0.0000
MZ22529584	MZ22507123	0.0000
MZ22518758	MZ22501183	-0.0100
MZ22527345	MZ22507391	0.0000
MZ22530826	MZ22526554	0.7275
MZ22513062	MZ22502934	0.5502
MZ22531143	MZ22506858	0.0000
MZ22521915	MZ22508471	0.7383
MZ22528894	MZ22511869	0.0000
MZ22525550	MZ22500767	-0.0097
MZ22530149	MZ22506454	-0.0035
MZ22530522	MZ22528442	0.0000
MZ22509938	MZ22506679	0.4570
MZ22527843	MZ22514182	0.0000
MZ22529217	MZ22528429	0.0000
MZ22527449	MZ22502658	0.0000
MZ22529768	MZ22518877	0.1136
MZ22527361	MZ22514092	-0.0037
MZ22527881	MZ22504095	-0.0000
MZ22526184	MZ22523271	-0.0000
MZ22529405	MZ22511054	-0.0207
MZ22518297	MZ22513576	0.3984
MZ22518908	MZ22507248	0.0000
MZ22522193	MZ22506733	0.6108
MZ22530368	MZ22503141	0.0444
MZ22530070	MZ22518474	-0.0053
MZ22530648	MZ22504235	0.0000
MZ22524941	MZ22517846	0.0000
MZ22516260	MZ22503883	0.4853
MZ22528172	MZ22503148	0.3863
MZ22531163	MZ22517442	-0.0019
MZ22509729	MZ22502137	0.3929
MZ22505652	MZ22500845	0.7856
MZ22528030	MZ22510861	0.0000
MZ22529542	MZ22503165	0.0000
MZ22530279	MZ22519865	0.0000
MZ22528078	MZ22500607	-0.0003
MZ22516556	MZ22504422	0.4518
MZ22526942	MZ22500509	0.0423
MZ22530321	MZ22520984	-0.0113
MZ22513921	MZ22511524	-0.0202
MZ22526296	MZ22504418	0.0000
MZ22526811	MZ22502065	-0.0000
MZ22527867	MZ22507819	-0.0056
MZ22527586	MZ22527379	0.0000
MZ22530599	MZ22513628	-0.0054
MZ22507861	MZ22503407	0.0112
MZ22514589	MZ22504464	0.0736
MZ22514094	MZ22504052	0.2036
MZ22531169	MZ22516081	0.0000
MZ22515248	MZ22502482	0.0000
MZ22528655	MZ22522687	0.0505
MZ22522217	MZ22505732	0.8138
MZ22527865	MZ22511668	0.0000
MZ22525528	MZ22508817	0.3803
MZ22525129	MZ22520630	-0.0000
MZ22520905	MZ22517410	0.4901
MZ22530777	MZ22502938	-0.0026
MZ22521798	MZ22510396	0.0000
MZ22527671	MZ22525551	-0.0114
MZ22527666	MZ22511360	0.0000
MZ22529133	MZ22506363	0.0000
MZ22521991	MZ22516912	0.0000
MZ22527067	MZ22505599	0.0000
MZ22513139	MZ22514088	0.0000
MZ22528206	MZ22518371	-0.0000
MZ22525805	MZ22514964	0.0026
MZ22519714	MZ22522701	-0.0042
MZ22517737	MZ22501939	0.1328
MZ22530951	MZ22511487	0.0000
MZ22529060	MZ22501864	0.0000
MZ22524539	MZ22504584	-0.0020
MZ22529278	MZ22501565	0.6513
MZ22528507	MZ22504553	-0.0001
MZ22527632	MZ22515296	0.3827
MZ22529441	MZ22522242	-0.0000
MZ22515355	MZ22511693	-0.0022
MZ22527230	MZ22502386	-0.0086
MZ22529918	MZ22500880	-0.0112
MZ22527051	MZ22516330	0.3277
MZ22530553	MZ22519241	0.0000
MZ22525040	MZ22519529	0.3046
MZ22522449	MZ22505777	0.3685
MZ22527247	MZ22505209	0.0000
MZ22516282	MZ22502538	0.5863
MZ22508913	MZ22502229	0.5688
MZ22530558	MZ22504084	0.0000
MZ22531161	MZ22518433	0.1049
MZ22525588	MZ22507404	-0.0000
MZ22528874	MZ22516492	-0.0063
MZ22528268	MZ22506885	0.9477
MZ22522847	MZ22504540	0.0260
MZ22512845	MZ22500701	0.6001
MZ22527877	MZ22501324	-0.0192
MZ22526424	MZ22523306	-0.0129
MZ22528240	MZ22516777	0.1661
MZ22530103	MZ22502189	0.0000
MZ22528992	MZ22516515	-0.0046
MZ22527998	MZ22527334	-0.0074
MZ22529830	MZ22524960	0.0211
MZ22528386	MZ22508395	-0.0047
MZ22527720	MZ22511305	0.0000
MZ22528742	MZ22507522	-0.0173
MZ22531163	MZ22512176	-0.0058
MZ22531175	MZ22520109	0.0000
MZ22531085	MZ22513679	0.0000
MZ22524549	MZ22502883	0.0000
MZ22512726	MZ22501929	0.6900
MZ22529371	MZ22500633	-0.0017
MZ22528729	MZ22514864	-0.0000
MZ22523905	MZ22515744	-0.0115
MZ22509227	MZ22515990	-0.0000
MZ22527614	MZ22504417	-0.0011
MZ22530520	MZ22515570	-0.0084
MZ22529086	MZ22503606	0.0000
MZ22525628	MZ22509651	0.0000
MZ22507861	MZ22509178	-0.0160
MZ22529077	MZ22512973	-0.0018
MZ22528784	MZ22514724	0.0000
MZ22529221	MZ22511484	0.0000
MZ22530664	MZ22501244	0.0000
MZ22528142	MZ22507761	0.7530
MZ22530115	MZ22500806	0.2727
MZ22518393	MZ22519199	0.0000
MZ22529441	MZ22509507	0.0000
MZ22530787	MZ22502823	0.6409
MZ22511278	MZ22510493	0.0210
MZ22530407	MZ22515268	-0.0092
MZ22517344	MZ22503031	-0.0010
MZ22528908	MZ22512010	0.0000
MZ22529442	MZ22519053	0.0000
MZ22531250	MZ22502291	0.0000
MZ22531173	MZ22511236	-0.0088
MZ22527230	MZ22508407	0.0000
MZ22529835	MZ22518200	0.0000
MZ22531255	MZ22505429	0.0000
MZ22531226	MZ22507535	-0.0188
MZ22528598	MZ22517246	0.0000
MZ22531009	MZ22521867	0.0000
MZ22529729	MZ22508861	0.1251
MZ22531077	MZ22514957	0.0000
MZ22524723	MZ22501182	-0.0000
MZ22527064	MZ22521962	0.0814
MZ22527418	MZ22505624	0.0469
MZ22529925	MZ22516577	-0.0046
MZ22531191	MZ22501690	0.0000
MZ22530315	MZ22500173	0.0084
MZ22526571	MZ22510274	0.0000
MZ22527200	MZ22504754	0.0000
MZ22508756	MZ22517741	0.0305
MZ22516367	MZ22503585	0.1484
MZ22528730	MZ22515532	-0.0116
MZ22521455	MZ22502259	0.2181
MZ22529802	MZ22500908	-0.0142
MZ22530724	MZ22509793	0.0000
MZ22527563	MZ22517060	-0.0013
MZ22523452	MZ22505353	-0.0000
MZ22526972	MZ22508674	0.0029
MZ22523035	MZ22520958	-0.0020
MZ22530655	MZ22503022	-0.0049
MZ22520639	MZ22521859	0.0507
MZ22516279	MZ22511637	0.4779
MZ22525518	MZ22510964	0.0000
MZ22530591	MZ22509384	0.0000
MZ22526809	MZ22506682	-0.0060
MZ22528789	MZ22515063	-0.0018
MZ22529500	MZ22513031	-0.0000
MZ22527562	MZ22512028	0.0006
MZ22529290	MZ22509508	-0.0000
MZ22531212	MZ22516348	0.0000
MZ22528488	MZ22500767	-0.0117
MZ22526915	MZ22505854	0.0000
MZ22530753	MZ22504941	0.0000
MZ22529235	MZ22507700	0.5310
MZ22530219	MZ22505676	-0.0168
MZ22529626	MZ22518115	0.0000
MZ22527486	MZ22522794	-0.0000
MZ22507383	MZ22501480	0.5688
MZ22529928	MZ22523228	0.7636
MZ22512391	MZ22519589	0.0000
MZ22530998	MZ22520573	0.0000
MZ22528929	MZ22506800	0.0000
MZ22530780	MZ22505617	0.0000
MZ22519516	MZ22508888	0.3432
MZ22530896	MZ22524961	-0.0044
MZ22528208	MZ22519372	0.5312
MZ22528506	MZ22504980	0.1538
MZ22530455	MZ22510196	-0.0067
MZ22522502	MZ22508645	0.0000
MZ22529431	MZ22516751	-0.0000
MZ22523518	MZ22524483	0.0187
MZ22528964	MZ22507287	-0.0048
MZ22526745	MZ22507282	-0.0081
MZ22527588	MZ22505912	-0.0060
MZ22513139	MZ22503083	-0.0000
MZ22530451	MZ22511941	-0.0022
MZ22527504	MZ22516371	0.0000
MZ22528606	MZ22506628	-0.0115
MZ22531004	MZ22527540	0.5092
MZ22528534	MZ22519014	0.4817
MZ22527591	MZ22508906	0.0000
MZ22523038	MZ22500164	-0.0000
MZ22531101	MZ22521301	0.0000
MZ22511662	MZ22501221	0.3645
MZ22517456	MZ22504016	-0.0176
MZ22529766	MZ22519058	-0.0064
MZ22527133	MZ22505349	0.0000
MZ22513348	MZ22501314	0.3390
MZ22516714	MZ22502033	0.0740
MZ22514099	MZ22501321	0.5511
MZ22530441	MZ22516943	-0.0010
MZ22529538	MZ22517205	-0.0042
MZ22515389	MZ22502519	0.0920
MZ22525644	MZ22500959	0.0000
MZ22529729	MZ22504789	0.0000
MZ22530000	MZ22501006	0.0000
MZ22529090	MZ22521840	0.0000
MZ22530790	MZ22500470	0.0610
MZ22529855	MZ22507378	0.6516
MZ22519901	MZ22509749	0.4616
MZ22526922	MZ22509741	-0.0087
MZ22530920	MZ22510401	0.0000
MZ22525336	MZ22509210	0.0951
MZ22527726	MZ22516383	-0.0003
MZ22524844	MZ22522831	0.0678
MZ22529332	MZ22500521	0.0544
MZ22526989	MZ22507539	0.0000
MZ22526968	MZ22518960	0.0000
MZ22531039	MZ22511723	-0.0037
MZ22527108	MZ22502055	-0.0037
MZ22510054	MZ22500945	0.4684
MZ22518205	MZ22505445	0.1667
MZ22524778	MZ22519240	0.0006
MZ22531023	MZ22509716	-0.0097
MZ22525922	MZ22519513	-0.0098
MZ22529206	MZ22524021	-0.0000
MZ22528508	MZ22512523	0.1675
MZ22530703	MZ22527307	0.1626
MZ22530709	MZ22516106	0.0000
MZ22515520	MZ22512218	-0.0027
MZ22526690	MZ22513131	0.0000
