F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s12 	 s 	 d 
MZ22528303	MZ22511731	0	0.804846	0.793579	0.587467	0.795189	-0.207721	
MZ22526845	MZ22501130	0	0.000000	0.316639	0.107751	0.253311	-0.145560	
MZ22527682	MZ22519379	9	0.268098	0.651127	0.483662	0.548986	-0.065324	
MZ22515362	MZ22505209	0	-0.034193	1.000000	0.683047	0.741452	-0.058405	
MZ22528039	MZ22501390	0	0.000000	0.789474	0.714286	0.714286	-0.000000	
MZ22526608	MZ22512913	0	-0.333333	0.924984	0.603343	0.610405	-0.007062	
MZ22526633	MZ22519545	0	1.000000	0.958787	0.957731	0.974638	-0.016908	
MZ22527478	MZ22525858	0	0.000000	0.375000	0.315789	0.315789	0.000000	
MZ22525206	MZ22517636	0	0.659517	0.867849	0.517253	0.811760	-0.294507	
MZ22524872	MZ22503482	0	1.000000	0.985885	0.985817	0.987453	-0.001636	
MZ22529637	MZ22515478	0	0.735427	0.875000	0.783954	0.859492	-0.075538	
MZ22530512	MZ22521123	0	0.000000	0.875000	0.777778	0.777778	0.000000	
MZ22523203	MZ22500620	81	0.461283	0.297782	0.148650	0.337022	-0.188372	
MZ22520673	MZ22509873	0	0.266041	0.833333	0.599248	0.710009	-0.110761	
MZ22530872	MZ22505334	0	0.000000	0.964472	0.869046	0.872618	-0.003571	
MZ22530679	MZ22501500	0	0.000000	0.834918	0.732935	0.747032	-0.014097	
MZ22529744	MZ22507311	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22527401	MZ22517972	0	-0.333333	0.906716	0.715456	0.729566	-0.014110	
MZ22503346	MZ22500154	87	0.132295	0.326619	0.177605	0.279981	-0.102376	
MZ22527537	MZ22512159	5	0.975777	0.965851	0.987162	0.968009	0.019153	
MZ22525461	MZ22511552	0	0.101415	1.000000	0.667133	0.748396	-0.081263	
MZ22527029	MZ22507131	0	1.000000	0.923829	0.933553	0.935856	-0.002303	
MZ22510738	MZ22500163	97	-0.338170	0.114804	0.096813	0.030920	0.065893	
MZ22528983	MZ22504637	0	1.000000	0.995621	0.995595	0.996059	-0.000464	
MZ22531243	MZ22507500	0	-1.000000	1.000000	0.789474	0.789474	0.000000	
MZ22523611	MZ22518062	0	0.188837	-0.083662	-0.216029	0.000184	-0.216213	
MZ22504168	MZ22521777	0	0.006152	0.888889	0.471820	0.668205	-0.196385	
MZ22504077	MZ22505361	0	0.582516	0.980197	0.586154	0.862366	-0.276212	
MZ22527341	MZ22515021	0	1.000000	0.484600	0.479620	0.574235	-0.094615	
MZ22530765	MZ22526731	0	0.000000	0.800000	0.571429	0.571429	0.000000	
MZ22527134	MZ22512452	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22523134	MZ22519782	0	0.000000	1.000000	0.809524	0.809524	0.000000	
MZ22531120	MZ22526290	0	1.000000	0.949660	0.948728	0.958050	-0.009322	
MZ22529844	MZ22501341	0	-0.500000	0.237568	0.090676	0.167323	-0.076647	
MZ22511962	MZ22514192	0	0.142117	0.941176	0.587684	0.759572	-0.171888	
MZ22531191	MZ22514524	0	0.000000	1.000000	0.888889	0.888889	0.000000	
MZ22528537	MZ22510169	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526907	MZ22504876	31	0.528048	0.829537	0.918851	0.763996	0.154855	
MZ22519385	MZ22514067	0	0.840602	1.000000	0.824578	0.952771	-0.128193	
MZ22531116	MZ22503083	0	0.000000	0.894737	0.809524	0.809524	-0.000000	
MZ22505924	MZ22500955	152	0.225169	0.274829	0.468574	0.260115	0.208459	
MZ22529963	MZ22500590	4	-0.500000	0.463098	0.527930	0.222324	0.305606	
MZ22526727	MZ22510268	0	0.750000	1.000000	0.954545	0.954545	0.000000	
MZ22526576	MZ22521201	31	0.572325	0.322979	0.434943	0.370153	0.064790	
MZ22529229	MZ22513253	0	0.000000	0.894737	0.809524	0.809524	-0.000000	
MZ22529307	MZ22520589	0	1.000000	0.205305	0.201613	0.298799	-0.097185	
MZ22530134	MZ22515663	0	0.000000	0.998252	0.903005	0.903180	-0.000176	
MZ22506887	MZ22501357	36	0.723560	0.756470	0.942090	0.744281	0.197808	
MZ22516940	MZ22511150	0	0.666667	0.833333	0.809524	0.809524	0.000000	
MZ22522919	MZ22521681	2	-0.006484	0.470532	0.014854	0.351278	-0.336424	
MZ22526328	MZ22521526	0	0.971257	1.000000	0.967008	0.992502	-0.025494	
MZ22522547	MZ22503073	0	0.000000	0.297250	0.093423	0.232630	-0.139207	
MZ22530143	MZ22515253	0	0.000000	0.970651	0.865195	0.868477	-0.003282	
MZ22530968	MZ22510326	0	0.000000	0.944444	0.850000	0.850000	0.000000	
MZ22529338	MZ22500361	18	-0.500000	0.073966	0.005345	0.016569	-0.011224	
MZ22530838	MZ22504218	0	0.000000	1.000000	0.904762	0.904762	0.000000	
MZ22527350	MZ22507406	0	-0.333333	1.000000	0.809524	0.809524	-0.000000	
MZ22528481	MZ22510210	0	-0.500000	0.954504	0.804237	0.809054	-0.004817	
MZ22511782	MZ22501461	42	0.237828	0.649920	0.535071	0.502744	0.032327	
MZ22518070	MZ22508805	28	-0.122526	0.316051	0.958333	0.206407	0.751927	
MZ22525140	MZ22517093	63	0.518633	0.184668	1.000000	0.286310	0.713690	
MZ22530560	MZ22505937	0	-0.500000	0.220385	0.050139	0.140342	-0.090203	
MZ22530869	MZ22526909	0	-0.333333	1.000000	0.666667	0.666667	-0.000000	
MZ22508040	MZ22507252	0	-0.339057	1.000000	0.766585	0.808706	-0.042121	
MZ22529878	MZ22519060	2	0.973663	0.976004	1.000000	0.975781	0.024219	
MZ22526091	MZ22508612	50	0.035503	0.688345	1.000000	0.510297	0.489703	
MZ22522635	MZ22513876	150	0.461211	0.370637	0.900265	0.406867	0.493399	
MZ22530921	MZ22504181	0	0.000000	0.771610	0.677466	0.698123	-0.020657	
MZ22515809	MZ22506290	23	0.821724	0.816999	1.000000	0.817643	0.182357	
MZ22517054	MZ22510907	8	0.530645	0.358080	0.389180	0.392593	-0.003413	
MZ22503302	MZ22516390	0	0.451813	0.877902	0.421628	0.735872	-0.314244	
MZ22525765	MZ22506187	0	0.051408	1.000000	0.664078	0.827529	-0.163451	
MZ22528267	MZ22506864	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22531113	MZ22503852	0	0.000000	0.217432	0.114327	0.195689	-0.081361	
MZ22527154	MZ22507471	2	0.652461	0.984368	0.972222	0.956709	0.015513	
MZ22523509	MZ22507494	19	0.680161	0.765702	0.960000	0.741751	0.218249	
MZ22526415	MZ22503749	0	0.600000	0.888889	0.785714	0.785714	-0.000000	
MZ22529170	MZ22522753	0	-0.500000	1.000000	0.842105	0.842105	0.000000	
MZ22503935	MZ22500374	158	0.394085	0.446739	1.000000	0.429814	0.570186	
MZ22523870	MZ22520168	21	0.252874	0.486726	0.441668	0.400114	0.041554	
MZ22509789	MZ22510201	0	0.444444	1.000000	0.814815	0.814815	0.000000	
MZ22511099	MZ22511066	17	-0.046817	0.556438	0.035388	0.330217	-0.294829	
MZ22525648	MZ22508049	0	0.750000	0.950000	0.916667	0.916667	0.000000	
MZ22525771	MZ22518208	36	0.711094	0.721171	0.908101	0.717295	0.190806	
MZ22505508	MZ22518759	0	0.389423	0.811789	0.341776	0.661917	-0.320141	
MZ22529399	MZ22503773	0	0.000000	0.944444	0.850000	0.850000	0.000000	
MZ22512674	MZ22506034	0	-0.003561	0.957030	0.602665	0.772301	-0.169636	
MZ22517710	MZ22511340	0	0.285714	0.516604	0.345215	0.435792	-0.090578	
MZ22525687	MZ22516543	0	0.000000	1.000000	0.727273	0.727273	0.000000	
MZ22530878	MZ22516276	0	0.000000	0.866153	0.761458	0.769914	-0.008456	
MZ22522207	MZ22518752	0	0.040982	1.000000	0.642917	0.769836	-0.126918	
MZ22524092	MZ22515771	0	0.875000	1.000000	0.958333	0.958333	0.000000	
MZ22525336	MZ22501377	54	-0.135954	0.588205	0.450831	0.393239	0.057592	
MZ22528455	MZ22508835	0	0.345584	0.795085	0.606621	0.750135	-0.143514	
MZ22530382	MZ22506790	0	0.000000	0.219171	0.110515	0.179322	-0.068806	
MZ22509126	MZ22504474	0	0.440271	1.000000	0.498774	0.800097	-0.301323	
MZ22531240	MZ22509149	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22530018	MZ22517984	0	0.000000	0.921534	0.820636	0.824530	-0.003895	
MZ22517642	MZ22501748	56	-0.195992	0.708468	1.000000	0.482353	0.517647	
MZ22526794	MZ22508005	0	1.000000	0.943491	0.942768	0.955776	-0.013008	
MZ22519685	MZ22504283	60	0.530441	0.326194	0.716668	0.391553	0.325115	
MZ22526636	MZ22515537	17	-0.333333	0.429233	0.337290	0.341245	-0.003955	
MZ22529586	MZ22501052	17	-0.500000	0.436540	0.405003	0.337957	0.067047	
MZ22530863	MZ22516821	0	0.000000	0.823529	0.736842	0.736842	0.000000	
MZ22525229	MZ22507914	39	0.167483	0.674161	0.950000	0.572825	0.377175	
MZ22529812	MZ22505571	0	-0.500000	0.875000	0.722222	0.722222	0.000000	
MZ22529186	MZ22511277	0	-0.500000	1.000000	0.850000	0.850000	0.000000	
MZ22531132	MZ22505915	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22528906	MZ22505600	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22530269	MZ22523317	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22530411	MZ22503390	0	0.000000	0.769342	0.697255	0.714389	-0.017134	
MZ22531234	MZ22509794	0	0.000000	0.857106	0.744936	0.761872	-0.016936	
MZ22526261	MZ22525571	0	0.000000	0.000000	0.000000	0.000000	0.000000	
MZ22528458	MZ22528662	0	1.000000	0.000000	0.500000	0.500000	0.000000	
MZ22526290	MZ22500445	20	0.949660	0.305852	0.319321	0.535783	-0.216462	
MZ22527091	MZ22512961	0	0.000000	0.826036	0.720229	0.730724	-0.010495	
MZ22528281	MZ22501661	0	1.000000	0.947368	0.952381	0.952381	0.000000	
MZ22521128	MZ22505009	0	-0.335038	1.000000	0.777034	0.817949	-0.040915	
MZ22510115	MZ22500135	121	0.455958	0.208457	0.163267	0.275092	-0.111825	
MZ22516840	MZ22515236	0	0.555556	0.955570	0.808058	0.822232	-0.014174	
MZ22513198	MZ22504105	34	0.311269	0.522414	0.799990	0.494873	0.305117	
MZ22528683	MZ22500317	0	0.000000	1.000000	0.904762	0.904762	0.000000	
MZ22523830	MZ22515607	0	0.600000	0.833333	0.750000	0.750000	0.000000	
MZ22525813	MZ22504731	0	0.500000	0.450270	0.244918	0.469397	-0.224478	
MZ22523477	MZ22520082	0	0.500000	0.857143	0.750000	0.750000	-0.000000	
MZ22514884	MZ22513621	24	-0.032003	0.540067	0.292981	0.349377	-0.056396	
MZ22530612	MZ22502953	0	0.000000	0.738511	0.643960	0.668177	-0.024217	
MZ22527724	MZ22512459	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22529743	MZ22514896	3	0.131627	0.757062	0.546243	0.673671	-0.127428	
MZ22528923	MZ22508885	0	0.000000	0.988544	0.883206	0.884487	-0.001281	
MZ22510194	MZ22508430	0	1.000000	0.552283	0.690432	0.694738	-0.004307	
MZ22522525	MZ22521531	0	0.978138	1.000000	0.974906	0.994297	-0.019391	
MZ22517102	MZ22503418	4	0.522213	0.974467	0.952381	0.909859	0.042522	
MZ22527581	MZ22526943	0	0.400000	0.750000	0.647059	0.647059	0.000000	
MZ22516301	MZ22511836	0	0.221940	0.307048	-0.045082	0.283218	-0.328300	
MZ22518346	MZ22523776	0	0.762689	0.948931	0.694602	0.871330	-0.176728	
MZ22526762	MZ22510260	0	0.400000	1.000000	0.869565	0.869565	0.000000	
MZ22523860	MZ22522093	0	0.684409	0.728895	0.581650	0.709321	-0.127671	
MZ22526458	MZ22514645	60	0.233983	0.155279	0.970897	0.165545	0.805353	
MZ22525831	MZ22516369	85	0.609574	0.636802	1.000000	0.628860	0.371140	
MZ22529641	MZ22514371	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22529409	MZ22510854	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22513245	MZ22503619	0	-0.097203	0.714286	0.461658	0.533955	-0.072297	
MZ22527613	MZ22518452	0	0.958413	0.882353	0.851953	0.896841	-0.044888	
MZ22528980	MZ22505531	0	1.000000	0.888889	0.900000	0.900000	-0.000000	
MZ22529589	MZ22525265	9	0.007836	0.014039	1.000000	0.010938	0.989062	
MZ22524489	MZ22502288	0	0.337803	0.582683	0.460417	0.531666	-0.071249	
MZ22529899	MZ22508525	0	0.000000	0.951983	0.840516	0.846207	-0.005691	
MZ22522252	MZ22514609	0	0.666667	1.000000	0.952381	0.952381	-0.000000	
MZ22526736	MZ22525821	0	0.400000	0.494246	0.435953	0.460587	-0.024634	
MZ22529698	MZ22518159	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22527879	MZ22508229	7	0.097103	0.939262	0.590946	0.770830	-0.179884	
MZ22521676	MZ22503960	58	0.003106	0.663799	1.000000	0.491444	0.508556	
MZ22521915	MZ22522721	0	0.394829	0.500000	0.221982	0.474959	-0.252977	
MZ22527071	MZ22500960	0	0.217857	1.000000	0.732751	0.888265	-0.155514	
MZ22521733	MZ22520164	5	0.345487	0.836844	0.481484	0.725172	-0.243688	
MZ22527887	MZ22501465	0	0.000000	1.000000	0.875000	0.875000	0.000000	
MZ22517047	MZ22511399	0	0.555220	1.000000	0.580278	0.851740	-0.271462	
MZ22526762	MZ22502583	0	0.400000	0.965316	0.839915	0.847542	-0.007627	
MZ22523632	MZ22513716	0	1.000000	0.947879	0.947485	0.954986	-0.007502	
MZ22526239	MZ22514519	14	-1.000000	0.540321	1.000000	0.386289	0.613711	
MZ22530729	MZ22507108	0	0.000000	0.618815	0.516573	0.556933	-0.040361	
MZ22531089	MZ22521994	0	0.000000	0.063264	-0.025931	0.055356	-0.081287	
MZ22526893	MZ22509933	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22529674	MZ22508905	7	-1.000000	0.590487	1.000000	0.431438	0.568562	
MZ22530801	MZ22527396	0	0.000000	0.000000	0.000000	0.000000	0.000000	
MZ22513846	MZ22521049	0	0.378884	0.875000	0.439386	0.709628	-0.270242	
MZ22530339	MZ22505640	0	0.905916	0.914953	0.774693	0.914092	-0.139399	
MZ22508514	MZ22523070	8	0.325301	-0.500278	-0.302588	-0.146458	-0.156130	
MZ22522061	MZ22502474	161	0.562825	0.571009	0.914594	0.568187	0.346407	
MZ22527892	MZ22523317	0	0.000000	1.000000	0.809524	0.809524	0.000000	
MZ22526197	MZ22500552	0	0.600000	0.777804	0.630279	0.714303	-0.084024	
MZ22529206	MZ22511198	0	0.000000	0.036700	-0.188349	0.022020	-0.210369	
MZ22528896	MZ22503075	0	0.305462	0.847588	0.657018	0.790522	-0.133504	
MZ22526937	MZ22520008	31	0.700709	0.597052	0.816814	0.640242	0.176572	
MZ22530724	MZ22517274	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22530100	MZ22500688	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22515579	MZ22519592	0	0.926316	1.000000	0.906309	0.986603	-0.080294	
MZ22530361	MZ22511721	0	-1.000000	0.902155	0.733014	0.736750	-0.003736	
MZ22522547	MZ22523319	0	0.000000	1.000000	0.761905	0.761905	0.000000	
MZ22531005	MZ22517517	0	0.000000	0.812500	0.684211	0.684211	0.000000	
MZ22527506	MZ22504177	0	0.216426	1.000000	0.732537	0.888061	-0.155524	
MZ22518320	MZ22517298	0	0.453725	0.587258	0.208950	0.535899	-0.326950	
MZ22530539	MZ22527760	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22530619	MZ22507346	0	-0.500000	0.917870	0.766014	0.768621	-0.002607	
MZ22525592	MZ22509566	10	0.613225	0.752729	1.000000	0.712040	0.287960	
MZ22531001	MZ22521865	0	0.000000	0.911740	0.758334	0.771472	-0.013138	
MZ22526610	MZ22516871	0	0.000000	1.000000	0.857143	0.857143	0.000000	
MZ22524910	MZ22503095	0	-0.237172	0.988370	0.659715	0.765544	-0.105829	
MZ22514466	MZ22521995	0	0.400000	0.888889	0.782609	0.782609	-0.000000	
MZ22526856	MZ22518164	0	0.817332	1.000000	0.804553	0.932345	-0.127792	
MZ22527232	MZ22526212	48	0.697247	0.619772	1.000000	0.643014	0.356986	
MZ22527105	MZ22518672	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22530540	MZ22522120	0	-0.500000	0.990772	0.832817	0.833849	-0.001032	
MZ22511948	MZ22502185	44	0.157065	0.371878	0.867535	0.320732	0.546803	
MZ22528732	MZ22515965	0	1.000000	-0.144330	0.027638	0.084536	-0.056898	
MZ22514331	MZ22502257	0	-0.125631	0.863636	0.347965	0.514483	-0.166518	
MZ22531226	MZ22527451	0	1.000000	0.632884	0.624541	0.699632	-0.075091	
MZ22525588	MZ22513772	0	0.666667	0.941176	0.900000	0.900000	0.000000	
MZ22525111	MZ22523030	24	-0.014744	0.209605	0.174837	0.144170	0.030667	
MZ22529083	MZ22507784	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526904	MZ22526455	0	0.982085	0.925182	0.904046	0.941779	-0.037733	
MZ22527957	MZ22501449	0	-1.000000	0.611865	0.409581	0.450678	-0.041097	
MZ22507631	MZ22501681	0	-0.351035	0.150476	-0.245658	0.025098	-0.270756	
MZ22528874	MZ22513742	0	0.000000	0.777778	0.700000	0.700000	-0.000000	
MZ22530272	MZ22521434	0	0.000000	0.882353	0.789474	0.789474	-0.000000	
MZ22529081	MZ22519927	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22531024	MZ22515333	0	1.000000	0.943071	0.943078	0.949064	-0.005986	
MZ22529608	MZ22509440	0	0.000000	0.944444	0.850000	0.850000	0.000000	
MZ22520633	MZ22509048	0	0.514842	1.000000	0.807746	0.838281	-0.030535	
MZ22530553	MZ22508554	5	-0.500000	0.051594	0.545455	-0.048696	0.594150	
MZ22528368	MZ22504513	0	0.000000	1.000000	0.904762	0.904762	0.000000	
MZ22519917	MZ22510495	0	0.857143	0.947438	0.902893	0.919957	-0.017063	
MZ22526662	MZ22521630	20	0.860182	0.585283	0.821724	0.668948	0.152776	
MZ22510306	MZ22523070	5	0.401034	-0.500278	-0.291051	-0.254466	-0.036585	
MZ22511039	MZ22523942	0	0.666667	0.928571	0.826087	0.826087	0.000000	
MZ22520753	MZ22507937	72	0.454782	0.050293	0.923077	0.143637	0.779440	
MZ22526590	MZ22517399	35	0.493541	0.549690	0.840458	0.541268	0.299190	
MZ22516145	MZ22500665	1	-0.333333	0.175587	0.154679	0.122940	0.031739	
MZ22527482	MZ22504988	84	-0.146520	0.633070	0.418859	0.373207	0.045652	
MZ22516188	MZ22519063	0	-0.017465	0.237115	-0.285317	0.109825	-0.395142	
MZ22518930	MZ22516791	3	0.553770	0.827999	0.743326	0.755833	-0.012507	
MZ22530515	MZ22505586	0	0.572020	1.000000	0.820898	0.959240	-0.138342	
MZ22529230	MZ22529105	0	0.000000	1.000000	0.500000	0.500000	0.000000	
MZ22525950	MZ22506463	0	-0.500000	0.691927	0.595579	0.600240	-0.004661	
MZ22515822	MZ22505720	130	0.350763	0.150366	0.875902	0.212027	0.663876	
MZ22526145	MZ22512914	0	0.000000	0.944444	0.708333	0.708333	0.000000	
MZ22530219	MZ22507228	0	0.666667	0.937500	0.894737	0.894737	-0.000000	
MZ22520505	MZ22509936	75	0.506156	0.739190	1.000000	0.652881	0.347119	
MZ22523649	MZ22503206	0	0.666667	0.644762	0.594158	0.647891	-0.053733	
MZ22526167	MZ22509144	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22528890	MZ22500821	41	0.521923	0.052680	0.588320	0.078749	0.509571	
MZ22527874	MZ22505122	20	0.763213	0.650494	0.447144	0.690751	-0.243607	
MZ22531070	MZ22506640	0	0.000000	0.906778	0.820208	0.824344	-0.004136	
MZ22527924	MZ22512242	0	0.000000	0.288233	0.040057	0.221718	-0.181660	
MZ22531255	MZ22501747	0	0.000000	0.990668	0.890613	0.891601	-0.000988	
MZ22525148	MZ22515834	0	1.000000	0.268037	0.292391	0.493256	-0.200866	
MZ22523372	MZ22510906	0	0.333333	1.000000	0.840000	0.840000	0.000000	
MZ22521431	MZ22513337	0	0.000000	1.000000	0.818182	0.818182	0.000000	
MZ22526526	MZ22502431	4	0.216074	0.987578	0.800000	0.771557	0.028443	
MZ22528586	MZ22510769	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526927	MZ22502343	0	0.671818	1.000000	0.777395	0.931629	-0.154233	
MZ22508325	MZ22500100	63	0.265548	0.515716	0.563584	0.472584	0.091001	
MZ22529617	MZ22523156	0	0.769541	1.000000	0.806138	0.974393	-0.168255	
MZ22526389	MZ22514408	136	0.397542	0.361838	1.000000	0.373314	0.626686	
MZ22526428	MZ22506671	14	0.845075	0.767884	0.747659	0.791840	-0.044181	
MZ22529381	MZ22501244	0	0.000000	1.000000	0.909091	0.909091	0.000000	
MZ22528340	MZ22502210	0	0.244844	0.235311	0.037782	0.236264	-0.198482	
MZ22528527	MZ22515280	0	0.000000	0.958626	0.858383	0.862763	-0.004381	
MZ22530967	MZ22509182	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22530505	MZ22500205	0	0.000000	0.216664	0.112056	0.194998	-0.082942	
MZ22501194	MZ22515620	0	0.092974	0.944444	0.732517	0.822805	-0.090289	
MZ22509874	MZ22508575	0	0.425408	0.742702	0.339917	0.646134	-0.306217	
MZ22523070	MZ22501909	38	-0.500278	0.193360	-0.035746	-0.012162	-0.023584	
MZ22528458	MZ22514128	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22528248	MZ22504814	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22529543	MZ22521524	0	0.056654	0.994051	0.778772	0.889896	-0.111123	
MZ22514715	MZ22509403	36	-0.008901	0.013079	-0.156825	0.002735	-0.159561	
MZ22523615	MZ22507486	0	0.575649	1.000000	0.835945	0.853672	-0.017727	
MZ22526575	MZ22518171	6	0.250000	0.148458	0.142890	0.180951	-0.038062	
MZ22528926	MZ22501751	14	-0.500000	0.053083	0.376861	0.013577	0.363283	
MZ22522134	MZ22508704	0	0.810644	1.000000	0.833101	0.954915	-0.121814	
MZ22527836	MZ22512845	0	0.000000	0.009451	-0.104279	0.006873	-0.111153	
MZ22521704	MZ22519593	0	0.818182	0.947368	0.900000	0.900000	0.000000	
MZ22529877	MZ22514174	0	1.000000	0.764600	0.763052	0.789379	-0.026327	
MZ22528849	MZ22517763	0	0.000000	0.888889	0.800000	0.800000	-0.000000	
MZ22530536	MZ22505324	0	1.000000	0.851238	0.850260	0.866897	-0.016637	
MZ22525579	MZ22516690	0	0.303830	0.944444	0.578552	0.805180	-0.226628	
MZ22523920	MZ22504605	0	0.000000	0.963636	0.813295	0.819091	-0.005796	
MZ22530605	MZ22503023	0	0.000000	0.987269	0.887194	0.888542	-0.001348	
MZ22530188	MZ22519970	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22530901	MZ22513096	0	0.000000	0.684304	0.585965	0.615874	-0.029908	
MZ22527949	MZ22515505	0	0.051603	1.000000	0.805550	0.905160	-0.099611	
MZ22528141	MZ22502978	0	1.000000	0.037372	0.044183	0.138701	-0.094518	
MZ22515204	MZ22505801	0	0.625000	1.000000	0.884615	0.884615	0.000000	
MZ22523180	MZ22519550	2	0.860482	0.738845	0.854943	0.777769	0.077174	
MZ22529369	MZ22504555	23	-1.000000	0.380122	0.939394	0.296478	0.642916	
MZ22527867	MZ22522984	0	1.000000	0.960555	0.960085	0.967129	-0.007044	
MZ22527782	MZ22502471	73	-0.101408	0.668258	0.958333	0.475842	0.482492	
MZ22530179	MZ22509586	25	0.757765	0.546915	0.900393	0.564486	0.335907	
MZ22526370	MZ22514100	84	0.653952	0.441616	0.750691	0.512395	0.238296	
MZ22519480	MZ22508209	35	0.354756	0.406483	0.675298	0.395238	0.280060	
MZ22521061	MZ22511874	8	0.250100	0.729917	0.826087	0.604747	0.221340	
MZ22521883	MZ22518795	0	0.600000	0.699070	0.613536	0.678430	-0.064895	
MZ22530962	MZ22511978	0	0.000000	0.130411	0.019551	0.116684	-0.097133	
MZ22527471	MZ22514807	0	0.250000	1.000000	0.869565	0.869565	0.000000	
MZ22527006	MZ22519638	11	0.937962	0.939822	1.000000	0.939357	0.060643	
MZ22529913	MZ22516764	0	-0.500000	1.000000	0.857143	0.857143	0.000000	
MZ22523964	MZ22501785	17	0.605530	0.312840	0.690274	0.352752	0.337522	
MZ22527104	MZ22519522	0	0.400000	1.000000	0.875000	0.875000	0.000000	
MZ22525310	MZ22500118	0	1.000000	0.838887	0.836518	0.879165	-0.042648	
MZ22520298	MZ22502202	0	0.158706	0.938611	0.685962	0.796810	-0.110849	
MZ22511703	MZ22503706	117	0.294713	0.290741	1.000000	0.291771	0.708229	
MZ22525867	MZ22500338	0	0.000000	1.000000	0.863636	0.863636	0.000000	
MZ22529098	MZ22523324	0	0.307195	1.000000	0.730151	0.901028	-0.170877	
MZ22526909	MZ22501100	0	1.000000	0.894867	0.893808	0.928660	-0.034851	
MZ22529982	MZ22509337	0	0.000000	1.000000	0.894737	0.894737	0.000000	
MZ22530058	MZ22509687	12	0.482620	0.058762	-0.043030	0.164726	-0.207757	
MZ22522729	MZ22501411	112	0.433570	0.709881	0.952229	0.611199	0.341031	
MZ22524089	MZ22503869	0	-0.556206	1.000000	0.754824	0.805474	-0.050650	
MZ22523276	MZ22521164	0	0.803055	0.843401	0.661338	0.836065	-0.174727	
MZ22527540	MZ22504280	3	0.454860	0.984033	0.752903	0.887820	-0.134917	
MZ22531204	MZ22512462	0	0.000000	1.000000	0.900000	0.900000	0.000000	
MZ22522244	MZ22515198	98	0.374266	0.147887	1.000000	0.213914	0.786086	
MZ22525434	MZ22521632	0	0.500000	0.941176	0.857143	0.857142	0.000000	
MZ22530977	MZ22500470	1	-0.500000	0.542998	0.493822	0.443665	0.050157	
MZ22519587	MZ22517452	0	0.079936	1.000000	0.700023	0.808320	-0.108297	
MZ22528937	MZ22506748	0	1.000000	0.994860	0.994826	0.995401	-0.000575	
MZ22522412	MZ22508213	70	-0.023168	0.668288	1.000000	0.437803	0.562197	
MZ22517048	MZ22513944	44	-0.054068	0.713672	0.923599	0.513392	0.410207	
MZ22528164	MZ22506143	0	0.906917	0.292779	0.153122	0.351268	-0.198147	
MZ22529949	MZ22525286	0	0.000000	0.763361	0.665312	0.678543	-0.013231	
MZ22517801	MZ22513178	8	-0.666667	0.501700	0.594927	0.401554	0.193373	
MZ22530325	MZ22510478	0	0.000000	0.156714	0.099868	0.135819	-0.035951	
MZ22528802	MZ22505217	0	1.000000	1.000000	1.000000	1.000000	0.000000	
MZ22526157	MZ22527644	0	0.222222	1.000000	0.720000	0.720000	0.000000	
MZ22529345	MZ22509609	0	1.000000	0.973748	0.973554	0.976665	-0.003111	
MZ22528228	MZ22513958	0	0.141700	1.000000	0.806149	0.914170	-0.108021	
MZ22516601	MZ22513719	0	0.491891	1.000000	0.572138	0.800386	-0.228248	
MZ22527224	MZ22514236	0	0.875029	1.000000	0.947948	0.958343	-0.010395	
MZ22525294	MZ22518244	0	0.000000	0.645685	0.499523	0.524619	-0.025096	
MZ22527471	MZ22501341	0	0.250000	0.237568	0.099799	0.239730	-0.139931	
MZ22523099	MZ22513135	0	0.571429	1.000000	0.880000	0.880000	-0.000000	
MZ22521870	MZ22502255	0	0.545961	0.998269	0.593408	0.871623	-0.278215	
MZ22517042	MZ22516574	0	0.238786	1.000000	0.670497	0.861597	-0.191100	
MZ22528906	MZ22500931	0	1.000000	0.181681	0.179957	0.263513	-0.083556	
