F1 	 F2_gene
MZ22527373	MZ22500205
MZ22527373	MZ22521000
MZ22526954	MZ22523970
MZ22526954	MZ22512266
MZ22529993	MZ22514162
MZ22527002	MZ22503670
MZ22529415	MZ22506097
MZ22529650	MZ22520533
MZ22530775	MZ22506265
MZ22530775	MZ22500230
MZ22508913	MZ22503393
MZ22508913	MZ22502229
MZ22525478	MZ22502229
MZ22525478	MZ22505103
MZ22530297	MZ22502497
MZ22513449	MZ22523823
MZ22529658	MZ22518163
MZ22529658	MZ22504772
MZ22528507	MZ22503208
MZ22528507	MZ22504553
MZ22527887	MZ22501465
MZ22521431	MZ22513337
MZ22531096	MZ22523132
MZ22530535	MZ22513486
MZ22530535	MZ22512950
MZ22529397	MZ22515532
MZ22529663	MZ22505491
MZ22529663	MZ22526119
MZ22530745	MZ22505600
MZ22517244	MZ22506704
MZ22529984	MZ22516748
MZ22526138	MZ22517955
MZ22528949	MZ22503748
MZ22531082	MZ22522715
MZ22530883	MZ22504585
MZ22530883	MZ22511929
MZ22508137	MZ22500490
MZ22531229	MZ22505945
MZ22527793	MZ22507132
MZ22527793	MZ22511990
MZ22526072	MZ22510478
MZ22521863	MZ22520529
MZ22521863	MZ22500880
MZ22530622	MZ22508316
MZ22530622	MZ22502373
MZ22530742	MZ22507236
MZ22530742	MZ22522674
MZ22526085	MZ22522096
MZ22528675	MZ22518554
MZ22513348	MZ22501314
MZ22513348	MZ22504063
MZ22527991	MZ22505349
MZ22517042	MZ22516574
MZ22505508	MZ22518759
MZ22505508	MZ22504796
MZ22506853	MZ22504330
MZ22511099	MZ22511066
MZ22527423	MZ22509112
MZ22521022	MZ22500751
MZ22515822	MZ22505720
MZ22517117	MZ22505592
MZ22529487	MZ22502732
MZ22530611	MZ22503280
MZ22528018	MZ22512326
MZ22527962	MZ22500052
MZ22525461	MZ22500052
MZ22525461	MZ22511552
MZ22501265	MZ22510261
MZ22531059	MZ22514540
MZ22530454	MZ22505026
MZ22530454	MZ22509900
MZ22530869	MZ22526909
MZ22530869	MZ22519799
MZ22523165	MZ22505823
MZ22523165	MZ22518082
MZ22527886	MZ22501039
MZ22528711	MZ22500211
MZ22530432	MZ22520008
MZ22530077	MZ22526151
MZ22530902	MZ22520254
MZ22527568	MZ22514529
MZ22528954	MZ22514529
MZ22521991	MZ22516912
MZ22527777	MZ22516609
MZ22527251	MZ22503183
MZ22525763	MZ22522021
MZ22525763	MZ22506405
MZ22520065	MZ22506044
MZ22530920	MZ22510401
MZ22530069	MZ22511390
MZ22530069	MZ22524662
MZ22519818	MZ22507296
MZ22527166	MZ22507789
MZ22524838	MZ22506416
MZ22516351	MZ22506078
MZ22529949	MZ22525286
MZ22529683	MZ22513391
MZ22517028	MZ22508540
MZ22517028	MZ22507394
MZ22512496	MZ22517464
MZ22522877	MZ22506676
MZ22531037	MZ22502600
MZ22531037	MZ22516526
MZ22530215	MZ22514394
MZ22530215	MZ22504267
MZ22529787	MZ22512008
MZ22529787	MZ22509160
MZ22529235	MZ22507700
MZ22524230	MZ22503740
MZ22515538	MZ22500365
MZ22515538	MZ22526713
MZ22524988	MZ22525010
MZ22525966	MZ22525010
MZ22524020	MZ22523627
MZ22524020	MZ22523609
MZ22518297	MZ22513576
MZ22520799	MZ22525879
MZ22520799	MZ22506451
MZ22527646	MZ22506170
MZ22513501	MZ22507119
MZ22513501	MZ22507456
MZ22527924	MZ22512242
MZ22531045	MZ22510633
MZ22531045	MZ22501007
MZ22521705	MZ22509094
MZ22521705	MZ22520154
MZ22525339	MZ22520154
MZ22525339	MZ22510252
MZ22529645	MZ22500458
MZ22529645	MZ22517202
MZ22523732	MZ22505729
MZ22524713	MZ22517702
MZ22514884	MZ22513621
MZ22514884	MZ22507610
MZ22528568	MZ22500247
MZ22529872	MZ22506868
MZ22529872	MZ22510487
MZ22526661	MZ22501652
MZ22519426	MZ22521227
MZ22530466	MZ22501266
MZ22530466	MZ22505690
MZ22518260	MZ22521216
MZ22529471	MZ22507750
MZ22524290	MZ22503122
MZ22513492	MZ22510321
MZ22522547	MZ22523319
MZ22522547	MZ22503073
MZ22531179	MZ22501136
MZ22531179	MZ22507851
MZ22516770	MZ22513082
MZ22530518	MZ22502941
MZ22530518	MZ22504599
MZ22529704	MZ22524887
MZ22527724	MZ22512459
MZ22531181	MZ22506671
MZ22519601	MZ22508604
MZ22531124	MZ22513426
MZ22529407	MZ22512973
MZ22530517	MZ22513820
MZ22518386	MZ22513979
MZ22530038	MZ22523955
MZ22517576	MZ22516704
MZ22523171	MZ22510129
MZ22511168	MZ22503637
MZ22526454	MZ22508977
MZ22516714	MZ22502033
MZ22511524	MZ22512217
MZ22513921	MZ22511524
MZ22528007	MZ22505814
MZ22528007	MZ22502480
MZ22510115	MZ22500135
MZ22527891	MZ22512438
MZ22527891	MZ22517712
MZ22525876	MZ22520924
MZ22525876	MZ22522913
MZ22522913	MZ22508861
MZ22530556	MZ22514542
MZ22530556	MZ22508838
MZ22526845	MZ22501130
MZ22523897	MZ22506399
MZ22529338	MZ22500361
MZ22522956	MZ22508768
MZ22530380	MZ22523726
MZ22530380	MZ22505047
MZ22509789	MZ22510201
MZ22520298	MZ22502202
MZ22527668	MZ22502202
MZ22513114	MZ22502684
MZ22530540	MZ22522120
MZ22524747	MZ22502418
MZ22529916	MZ22518452
MZ22529916	MZ22523925
MZ22520852	MZ22516593
MZ22521610	MZ22517667
MZ22521610	MZ22502157
MZ22511085	MZ22511731
MZ22510240	MZ22505967
MZ22530727	MZ22503247
MZ22527102	MZ22505843
MZ22529497	MZ22503617
MZ22529713	MZ22521813
MZ22527412	MZ22500095
MZ22530877	MZ22517374
MZ22517456	MZ22517374
MZ22517456	MZ22504016
MZ22522642	MZ22500040
MZ22530767	MZ22527185
MZ22530767	MZ22505296
MZ22526660	MZ22502436
MZ22529319	MZ22517874
MZ22528867	MZ22500177
MZ22530032	MZ22504295
MZ22524538	MZ22506396
MZ22530631	MZ22523187
MZ22529699	MZ22519355
MZ22527128	MZ22516950
MZ22531161	MZ22518433
MZ22531161	MZ22526490
MZ22510775	MZ22515008
MZ22526091	MZ22508612
MZ22526091	MZ22515453
MZ22529548	MZ22523156
MZ22526136	MZ22513668
MZ22530769	MZ22529741
MZ22526432	MZ22520964
MZ22526432	MZ22507135
MZ22525809	MZ22507135
MZ22530030	MZ22507293
MZ22516743	MZ22517165
MZ22516743	MZ22500472
MZ22515991	MZ22500472
MZ22515991	MZ22515626
MZ22530984	MZ22526187
MZ22530984	MZ22522144
MZ22524144	MZ22526218
MZ22517327	MZ22501933
MZ22523180	MZ22519550
MZ22523180	MZ22506376
MZ22524910	MZ22503095
MZ22524910	MZ22501973
MZ22530787	MZ22502823
MZ22530787	MZ22514511
MZ22524456	MZ22515383
MZ22520772	MZ22505813
MZ22529511	MZ22516707
MZ22529511	MZ22502327
MZ22519211	MZ22507903
MZ22525354	MZ22513296
MZ22525354	MZ22508041
MZ22521308	MZ22508020
MZ22521308	MZ22525012
MZ22519685	MZ22504283
MZ22528451	MZ22508055
MZ22529538	MZ22517205
MZ22509382	MZ22509421
MZ22527910	MZ22522507
MZ22527910	MZ22527358
MZ22530531	MZ22511365
MZ22517825	MZ22503106
MZ22517825	MZ22501587
MZ22527536	MZ22509429
MZ22520443	MZ22515823
MZ22520443	MZ22512214
MZ22529759	MZ22510333
MZ22527071	MZ22500960
MZ22527071	MZ22511783
MZ22525920	MZ22502101
MZ22525920	MZ22512882
MZ22518106	MZ22515490
MZ22518106	MZ22501559
MZ22525869	MZ22500063
MZ22527863	MZ22503507
MZ22521533	MZ22511574
MZ22521533	MZ22518174
MZ22528207	MZ22509097
MZ22527144	MZ22523230
MZ22527096	MZ22508337
MZ22527096	MZ22507802
MZ22522214	MZ22501045
MZ22526359	MZ22516890
MZ22521920	MZ22503163
MZ22521920	MZ22513276
MZ22527482	MZ22504988
MZ22523611	MZ22507405
MZ22523611	MZ22518062
MZ22520633	MZ22512131
MZ22520633	MZ22509048
MZ22527872	MZ22503555
MZ22525662	MZ22522999
MZ22530053	MZ22506714
MZ22528590	MZ22505873
MZ22527514	MZ22502852
MZ22522310	MZ22511468
MZ22523518	MZ22524483
MZ22528206	MZ22518371
MZ22529702	MZ22521881
MZ22526136	MZ22510496
MZ22530042	MZ22501013
MZ22502784	MZ22500128
MZ22519480	MZ22508209
MZ22519480	MZ22519190
MZ22519190	MZ22508399
MZ22522990	MZ22521201
MZ22528612	MZ22500923
MZ22528612	MZ22515266
MZ22521678	MZ22513644
MZ22507485	MZ22503331
MZ22525519	MZ22510550
MZ22523892	MZ22501751
MZ22513649	MZ22504300
MZ22525451	MZ22518415
MZ22513305	MZ22520134
MZ22523964	MZ22501785
MZ22523964	MZ22511079
MZ22514442	MZ22502568
MZ22511892	MZ22505455
MZ22526988	MZ22507373
MZ22521061	MZ22511874
MZ22529740	MZ22502276
MZ22530812	MZ22521338
MZ22530812	MZ22513277
MZ22515143	MZ22502152
MZ22526031	MZ22515942
MZ22526031	MZ22511517
MZ22504168	MZ22521777
MZ22504168	MZ22500357
MZ22513986	MZ22504787
MZ22522412	MZ22508213
MZ22525448	MZ22519308
MZ22530026	MZ22516526
MZ22504608	MZ22506965
MZ22526239	MZ22514519
MZ22527930	MZ22519879
MZ22523203	MZ22500620
MZ22529332	MZ22506924
MZ22529332	MZ22500521
MZ22520163	MZ22505625
MZ22520163	MZ22503010
MZ22519331	MZ22509128
MZ22517054	MZ22510907
MZ22524012	MZ22504826
MZ22515579	MZ22519592
MZ22515579	MZ22505482
MZ22526042	MZ22511102
MZ22530310	MZ22502076
MZ22530310	MZ22500139
MZ22531219	MZ22500462
MZ22531219	MZ22509055
MZ22520461	MZ22510081
MZ22523244	MZ22510452
MZ22523244	MZ22515537
MZ22531236	MZ22517612
MZ22530253	MZ22511248
MZ22525348	MZ22516063
MZ22525902	MZ22512238
MZ22529918	MZ22500880
MZ22520513	MZ22500880
MZ22527072	MZ22512671
MZ22514756	MZ22510927
MZ22525800	MZ22518537
MZ22523688	MZ22518537
MZ22527193	MZ22512498
MZ22527193	MZ22515495
MZ22529828	MZ22521070
MZ22522639	MZ22516341
MZ22530438	MZ22501867
MZ22525121	MZ22518171
MZ22511791	MZ22512218
MZ22511791	MZ22500381
MZ22527603	MZ22505324
MZ22531064	MZ22508258
MZ22529835	MZ22518200
MZ22517198	MZ22514856
MZ22528385	MZ22507160
MZ22528434	MZ22503190
MZ22522613	MZ22505188
MZ22522613	MZ22518240
MZ22526612	MZ22518661
MZ22528988	MZ22502937
MZ22521759	MZ22507760
MZ22521759	MZ22510769
MZ22516793	MZ22507869
MZ22519917	MZ22510495
MZ22528874	MZ22513742
MZ22528874	MZ22516492
MZ22527506	MZ22504177
MZ22531136	MZ22517337
MZ22521960	MZ22509294
MZ22521960	MZ22504163
MZ22529747	MZ22503675
MZ22527097	MZ22510566
MZ22527097	MZ22511485
MZ22525502	MZ22514385
MZ22530992	MZ22500003
MZ22504100	MZ22502156
MZ22514049	MZ22503783
MZ22521190	MZ22506122
MZ22509954	MZ22506104
MZ22509954	MZ22506305
MZ22531115	MZ22524771
MZ22531115	MZ22513847
MZ22527267	MZ22520477
MZ22527267	MZ22500025
MZ22525446	MZ22509483
MZ22529853	MZ22516908
MZ22529853	MZ22521782
MZ22527998	MZ22527334
MZ22526658	MZ22520950
MZ22526289	MZ22511206
MZ22527008	MZ22509201
MZ22527411	MZ22504006
MZ22525366	MZ22502090
MZ22527617	MZ22502373
MZ22529622	MZ22508933
MZ22531126	MZ22521246
MZ22510970	MZ22503502
MZ22530582	MZ22502600
MZ22518355	MZ22517017
MZ22530149	MZ22506454
MZ22525944	MZ22507890
MZ22530630	MZ22513637
MZ22528306	MZ22510671
MZ22526375	MZ22502128
MZ22526375	MZ22505018
MZ22529278	MZ22501565
MZ22529278	MZ22507284
MZ22529910	MZ22510861
MZ22522637	MZ22502021
MZ22517024	MZ22500137
MZ22517950	MZ22517991
MZ22514171	MZ22505975
MZ22525550	MZ22500767
MZ22529730	MZ22506493
MZ22529730	MZ22509128
MZ22524723	MZ22501182
MZ22530907	MZ22504304
MZ22528097	MZ22515272
MZ22524171	MZ22510682
MZ22527325	MZ22500317
MZ22527325	MZ22514612
MZ22529631	MZ22518415
MZ22528554	MZ22502814
MZ22521493	MZ22504709
MZ22515865	MZ22501160
MZ22526421	MZ22513945
MZ22527554	MZ22523350
MZ22515824	MZ22515839
MZ22515824	MZ22505025
MZ22529219	MZ22514570
MZ22529219	MZ22510902
MZ22528359	MZ22515260
MZ22528617	MZ22508960
MZ22529925	MZ22516577
MZ22523531	MZ22503958
MZ22510001	MZ22501608
MZ22529677	MZ22517019
MZ22531168	MZ22518624
MZ22531062	MZ22520776
MZ22531062	MZ22502544
MZ22527844	MZ22520743
MZ22527199	MZ22510942
MZ22527029	MZ22501218
MZ22527029	MZ22507131
MZ22514715	MZ22501260
MZ22514715	MZ22509403
MZ22509403	MZ22504243
MZ22529641	MZ22514371
MZ22529641	MZ22503773
MZ22527862	MZ22522587
MZ22528896	MZ22503075
MZ22530831	MZ22501912
MZ22515626	MZ22516985
MZ22516985	MZ22517121
MZ22502466	MZ22505904
MZ22520501	MZ22517048
MZ22520501	MZ22522584
MZ22523663	MZ22515477
MZ22523663	MZ22517139
MZ22530819	MZ22500367
MZ22530210	MZ22513211
MZ22526773	MZ22516290
MZ22511339	MZ22509918
MZ22529880	MZ22517451
MZ22515171	MZ22502782
MZ22530951	MZ22511487
MZ22527933	MZ22501552
MZ22519143	MZ22518110
MZ22511055	MZ22514186
MZ22529819	MZ22504901
MZ22525588	MZ22513772
MZ22525588	MZ22507404
MZ22515389	MZ22508867
MZ22515389	MZ22502519
MZ22530294	MZ22513855
MZ22511703	MZ22503706
MZ22525327	MZ22503465
MZ22522705	MZ22501431
MZ22528799	MZ22512359
MZ22529665	MZ22521250
MZ22529042	MZ22501258
MZ22527745	MZ22521240
MZ22525336	MZ22509210
MZ22509210	MZ22515694
MZ22529913	MZ22516764
MZ22529381	MZ22502668
MZ22529381	MZ22501244
MZ22509938	MZ22506679
MZ22514465	MZ22517666
MZ22526705	MZ22504316
MZ22516235	MZ22503871
MZ22530447	MZ22515043
MZ22517306	MZ22509864
MZ22525015	MZ22509864
MZ22521983	MZ22516438
MZ22523790	MZ22505943
MZ22509884	MZ22503417
MZ22529634	MZ22515614
MZ22531043	MZ22504454
MZ22512845	MZ22500701
MZ22527836	MZ22512845
MZ22525836	MZ22519436
MZ22529911	MZ22520817
MZ22530508	MZ22513426
MZ22519377	MZ22504801
MZ22523672	MZ22527219
MZ22513078	MZ22502920
MZ22519331	MZ22508707
MZ22528563	MZ22518554
MZ22530244	MZ22515738
MZ22531123	MZ22507742
MZ22529561	MZ22516820
MZ22521189	MZ22512746
MZ22524138	MZ22506788
MZ22528833	MZ22503709
MZ22519085	MZ22518004
MZ22519085	MZ22514295
MZ22529912	MZ22514295
MZ22523760	MZ22516284
MZ22527892	MZ22523317
MZ22530513	MZ22509659
MZ22529467	MZ22519194
MZ22525336	MZ22501377
MZ22529937	MZ22519376
MZ22527683	MZ22504721
MZ22519008	MZ22508304
MZ22530698	MZ22510768
MZ22521888	MZ22516711
MZ22526261	MZ22525571
MZ22528321	MZ22502584
MZ22525608	MZ22526215
MZ22525256	MZ22517261
MZ22525065	MZ22525674
MZ22505965	MZ22500405
MZ22520578	MZ22502879
MZ22522010	MZ22508176
MZ22522010	MZ22502845
MZ22511767	MZ22501080
MZ22527865	MZ22511668
MZ22505652	MZ22500845
MZ22523393	MZ22500757
MZ22526571	MZ22510274
MZ22527444	MZ22519966
MZ22528409	MZ22523763
MZ22530250	MZ22506111
MZ22523046	MZ22501852
MZ22523364	MZ22514305
MZ22523364	MZ22510210
MZ22529671	MZ22502290
MZ22529671	MZ22513677
MZ22526481	MZ22504268
MZ22526481	MZ22511723
MZ22526989	MZ22507539
MZ22526989	MZ22516246
MZ22531077	MZ22514957
MZ22520583	MZ22511308
MZ22516790	MZ22506156
MZ22516790	MZ22506208
MZ22531250	MZ22527386
MZ22531250	MZ22502291
MZ22529088	MZ22508572
MZ22529088	MZ22504910
MZ22525046	MZ22517900
MZ22502847	MZ22500081
MZ22527632	MZ22515296
MZ22527632	MZ22510185
MZ22526636	MZ22515537
MZ22525890	MZ22515709
MZ22517831	MZ22500603
MZ22517831	MZ22500635
MZ22530289	MZ22504125
MZ22516682	MZ22504958
MZ22531001	MZ22521865
MZ22519685	MZ22510293
MZ22527618	MZ22510293
MZ22512429	MZ22500154
MZ22528209	MZ22512887
MZ22527091	MZ22512961
MZ22518930	MZ22504290
MZ22518930	MZ22516791
MZ22529885	MZ22521939
MZ22529885	MZ22510113
MZ22525034	MZ22522293
MZ22526484	MZ22524955
MZ22526484	MZ22515286
MZ22523905	MZ22515744
MZ22528446	MZ22514283
MZ22511083	MZ22500571
MZ22511083	MZ22509632
MZ22509629	MZ22500870
MZ22507631	MZ22501681
MZ22507631	MZ22500240
MZ22520604	MZ22509611
MZ22526280	MZ22503281
MZ22530418	MZ22509669
MZ22529982	MZ22508063
MZ22529982	MZ22509337
MZ22526281	MZ22510451
MZ22530921	MZ22515472
MZ22530921	MZ22504181
MZ22528694	MZ22509997
MZ22528694	MZ22511249
MZ22528594	MZ22506186
MZ22525950	MZ22506463
MZ22526893	MZ22509933
MZ22530376	MZ22505424
MZ22529369	MZ22504555
MZ22527463	MZ22508878
MZ22527463	MZ22513567
MZ22520753	MZ22517205
MZ22520753	MZ22507937
MZ22528769	MZ22518448
MZ22527713	MZ22516538
MZ22530526	MZ22502710
MZ22530526	MZ22518502
MZ22530766	MZ22520082
MZ22522057	MZ22501629
MZ22517497	MZ22512375
MZ22523509	MZ22507494
MZ22523509	MZ22505953
MZ22518791	MZ22513496
MZ22518791	MZ22505694
MZ22527816	MZ22502462
MZ22527816	MZ22522975
MZ22524748	MZ22516141
MZ22524748	MZ22503555
MZ22521042	MZ22508099
MZ22521042	MZ22505728
MZ22521569	MZ22508788
MZ22505924	MZ22500955
MZ22529734	MZ22517540
MZ22529734	MZ22503563
MZ22530968	MZ22519770
MZ22530968	MZ22510326
MZ22524539	MZ22504584
MZ22524539	MZ22509940
MZ22522184	MZ22502521
MZ22530805	MZ22521165
MZ22528908	MZ22510251
MZ22528908	MZ22512010
MZ22529055	MZ22506312
MZ22523465	MZ22510753
MZ22523669	MZ22513378
MZ22527647	MZ22506272
MZ22530043	MZ22508398
MZ22527457	MZ22512836
MZ22530103	MZ22502189
MZ22531221	MZ22500572
MZ22522349	MZ22507899
MZ22523372	MZ22504570
MZ22523372	MZ22510906
MZ22527258	MZ22511741
MZ22523070	MZ22501909
MZ22513605	MZ22501716
MZ22526987	MZ22500783
MZ22529456	MZ22512380
MZ22530620	MZ22513353
MZ22530620	MZ22521755
MZ22530794	MZ22502203
MZ22524252	MZ22512863
MZ22525275	MZ22503028
MZ22525503	MZ22522151
MZ22524458	MZ22520194
MZ22519599	MZ22508393
MZ22525273	MZ22520475
MZ22530962	MZ22511978
MZ22521510	MZ22500041
MZ22530889	MZ22527809
MZ22531194	MZ22508211
MZ22529566	MZ22505681
MZ22511116	MZ22517039
MZ22511116	MZ22500537
MZ22518096	MZ22510262
MZ22530054	MZ22500671
MZ22508059	MZ22500671
MZ22527807	MZ22513898
MZ22527807	MZ22515303
MZ22512674	MZ22506034
MZ22530750	MZ22526621
MZ22529620	MZ22503161
MZ22528265	MZ22502275
MZ22531186	MZ22520386
MZ22528400	MZ22506296
MZ22530405	MZ22516228
MZ22518356	MZ22520991
MZ22530886	MZ22506438
MZ22530886	MZ22501066
MZ22526811	MZ22502065
MZ22508330	MZ22508510
MZ22510921	MZ22516978
MZ22529782	MZ22515722
MZ22530416	MZ22512811
MZ22526815	MZ22516778
MZ22525947	MZ22501173
MZ22512776	MZ22501393
MZ22530484	MZ22520056
MZ22518161	MZ22505009
MZ22516367	MZ22503585
MZ22517224	MZ22509136
MZ22510450	MZ22518213
MZ22511448	MZ22518583
MZ22526575	MZ22518171
MZ22526575	MZ22508704
MZ22530461	MZ22520299
MZ22529551	MZ22503896
MZ22530851	MZ22501098
MZ22530851	MZ22506510
MZ22522844	MZ22504428
MZ22526677	MZ22505122
MZ22530774	MZ22518766
MZ22518908	MZ22507248
MZ22530278	MZ22515930
MZ22522537	MZ22505364
MZ22522537	MZ22502535
MZ22525704	MZ22518682
MZ22522692	MZ22517566
MZ22529668	MZ22524370
MZ22529668	MZ22524468
MZ22527591	MZ22508906
MZ22527292	MZ22510104
MZ22517333	MZ22501924
MZ22529651	MZ22518459
MZ22525474	MZ22512168
MZ22526259	MZ22507379
MZ22530969	MZ22514796
MZ22505177	MZ22505055
MZ22527508	MZ22501918
MZ22527508	MZ22503815
MZ22528398	MZ22500137
MZ22528398	MZ22513282
MZ22511662	MZ22501221
MZ22518444	MZ22510443
MZ22528890	MZ22500821
MZ22530108	MZ22505701
MZ22528255	MZ22508793
MZ22522816	MZ22512552
MZ22524549	MZ22505935
MZ22524549	MZ22502883
MZ22529790	MZ22510716
MZ22529790	MZ22509866
MZ22522197	MZ22507882
MZ22528175	MZ22501392
MZ22524552	MZ22503352
MZ22525149	MZ22507735
MZ22524089	MZ22503869
MZ22509874	MZ22508575
MZ22507016	MZ22500247
MZ22526762	MZ22502583
MZ22526762	MZ22510260
MZ22525040	MZ22519529
MZ22525839	MZ22500859
MZ22528419	MZ22514218
MZ22530058	MZ22511961
MZ22530058	MZ22509687
MZ22527134	MZ22512452
MZ22522599	MZ22508018
MZ22506809	MZ22501096
MZ22514065	MZ22505081
MZ22523671	MZ22503282
MZ22509543	MZ22500310
MZ22529812	MZ22505571
MZ22529812	MZ22517451
MZ22526618	MZ22513268
MZ22509227	MZ22515990
MZ22531033	MZ22521438
MZ22531033	MZ22504999
MZ22529611	MZ22508290
MZ22529611	MZ22500806
MZ22528340	MZ22500040
MZ22528340	MZ22502210
MZ22527082	MZ22506063
MZ22528936	MZ22522366
MZ22507470	MZ22506754
MZ22507470	MZ22517616
MZ22511587	MZ22500876
MZ22515370	MZ22505146
MZ22515370	MZ22521387
MZ22524159	MZ22502000
MZ22527651	MZ22524887
MZ22515259	MZ22502920
MZ22517895	MZ22500977
MZ22527401	MZ22517972
MZ22527299	MZ22500063
MZ22530056	MZ22500063
MZ22527731	MZ22504460
MZ22526534	MZ22500783
MZ22526534	MZ22508055
MZ22530510	MZ22514958
MZ22531169	MZ22516081
MZ22531169	MZ22512757
MZ22527603	MZ22513628
MZ22527826	MZ22502893
MZ22527826	MZ22500142
MZ22524938	MZ22504835
MZ22530755	MZ22503957
MZ22530755	MZ22504765
MZ22527829	MZ22510029
MZ22530867	MZ22522495
MZ22530867	MZ22517110
MZ22528797	MZ22516076
MZ22531093	MZ22502292
MZ22531093	MZ22509824
MZ22530424	MZ22526863
MZ22530424	MZ22520344
MZ22530506	MZ22525597
MZ22529883	MZ22515696
MZ22529992	MZ22517980
MZ22529992	MZ22511896
MZ22529450	MZ22510264
MZ22527879	MZ22508229
MZ22527879	MZ22507538
MZ22529698	MZ22515383
MZ22529698	MZ22518159
MZ22507524	MZ22513182
MZ22523719	MZ22507270
MZ22523719	MZ22504336
MZ22529903	MZ22516667
MZ22527740	MZ22516892
MZ22527666	MZ22511360
MZ22526980	MZ22510405
MZ22526980	MZ22510968
MZ22530974	MZ22515596
MZ22530974	MZ22521442
MZ22531097	MZ22512001
MZ22526569	MZ22510784
MZ22529807	MZ22516503
MZ22529807	MZ22520496
MZ22530509	MZ22507679
MZ22517400	MZ22500547
MZ22522331	MZ22523257
MZ22529140	MZ22501845
MZ22501194	MZ22515620
MZ22531128	MZ22506835
MZ22531128	MZ22502573
MZ22513068	MZ22508709
MZ22527471	MZ22514807
MZ22527471	MZ22501341
MZ22530555	MZ22503389
MZ22530555	MZ22508343
MZ22525930	MZ22523793
MZ22530904	MZ22504942
MZ22530753	MZ22504941
MZ22511002	MZ22500710
MZ22526976	MZ22525102
MZ22526976	MZ22518170
MZ22530828	MZ22500164
MZ22530828	MZ22509375
MZ22523993	MZ22502102
MZ22530231	MZ22517893
MZ22530231	MZ22503441
MZ22524300	MZ22514353
MZ22528004	MZ22500013
MZ22528004	MZ22505980
MZ22517737	MZ22501939
MZ22524597	MZ22512764
MZ22526652	MZ22507290
MZ22531246	MZ22503653
MZ22530477	MZ22517533
MZ22518005	MZ22514924
MZ22521870	MZ22502255
MZ22528605	MZ22520768
MZ22514788	MZ22503886
MZ22519015	MZ22500413
MZ22520086	MZ22508836
MZ22528240	MZ22501960
MZ22528240	MZ22516777
MZ22527756	MZ22505748
MZ22527154	MZ22507471
MZ22527154	MZ22506826
MZ22527767	MZ22518894
MZ22516417	MZ22513034
MZ22529947	MZ22526094
MZ22529947	MZ22510768
MZ22523000	MZ22505804
MZ22523000	MZ22515097
MZ22522057	MZ22508519
MZ22531137	MZ22513957
MZ22526492	MZ22505624
MZ22530342	MZ22506604
MZ22530342	MZ22504508
MZ22521684	MZ22512593
MZ22523688	MZ22500881
MZ22527359	MZ22511701
MZ22527763	MZ22523837
MZ22525229	MZ22507914
MZ22525229	MZ22505557
MZ22531070	MZ22506640
MZ22531070	MZ22518795
MZ22527489	MZ22513316
MZ22527489	MZ22516286
MZ22527966	MZ22518236
MZ22511948	MZ22502185
MZ22511948	MZ22502422
MZ22527802	MZ22515856
MZ22527802	MZ22502198
MZ22528844	MZ22503190
MZ22528844	MZ22508918
MZ22527105	MZ22518672
MZ22522427	MZ22501751
MZ22530632	MZ22520232
MZ22530632	MZ22517414
MZ22530737	MZ22520477
MZ22526458	MZ22514645
MZ22526458	MZ22524043
MZ22529644	MZ22507851
MZ22525080	MZ22512089
MZ22525922	MZ22519513
MZ22527479	MZ22513924
MZ22527479	MZ22524367
MZ22529270	MZ22524949
MZ22521915	MZ22522721
MZ22521915	MZ22508471
MZ22529007	MZ22507550
MZ22529007	MZ22526125
MZ22526316	MZ22511334
MZ22526579	MZ22512538
MZ22530464	MZ22507027
MZ22531131	MZ22520171
MZ22531131	MZ22509291
MZ22530817	MZ22523160
MZ22530817	MZ22508286
MZ22529480	MZ22514048
MZ22521159	MZ22506092
MZ22523929	MZ22508240
MZ22512440	MZ22513491
MZ22529279	MZ22527076
MZ22529279	MZ22514289
MZ22530747	MZ22501412
MZ22530747	MZ22526372
MZ22530860	MZ22509333
MZ22530860	MZ22503283
MZ22529870	MZ22500133
MZ22529870	MZ22510004
MZ22529282	MZ22515445
MZ22530696	MZ22510575
MZ22522259	MZ22519080
MZ22522259	MZ22510496
MZ22528926	MZ22501751
MZ22529242	MZ22518875
MZ22527167	MZ22506419
MZ22529963	MZ22502466
MZ22529963	MZ22500590
MZ22516596	MZ22515467
MZ22529291	MZ22502645
MZ22527449	MZ22506066
MZ22527449	MZ22502658
MZ22530861	MZ22514772
MZ22530102	MZ22511512
MZ22530605	MZ22503023
MZ22529455	MZ22509995
MZ22529455	MZ22509255
MZ22528555	MZ22501163
MZ22526526	MZ22502431
MZ22526526	MZ22504980
MZ22519864	MZ22503420
MZ22519814	MZ22504497
MZ22530012	MZ22520285
MZ22530012	MZ22523614
MZ22530246	MZ22505111
MZ22529769	MZ22514248
MZ22529769	MZ22515408
MZ22520631	MZ22506292
MZ22529204	MZ22523912
MZ22529204	MZ22504908
MZ22524270	MZ22519304
MZ22524270	MZ22520529
MZ22530462	MZ22509303
MZ22530462	MZ22513679
MZ22530339	MZ22505640
MZ22524753	MZ22514310
MZ22529433	MZ22502268
MZ22527799	MZ22502328
MZ22527799	MZ22501760
MZ22527426	MZ22515656
MZ22512966	MZ22501838
MZ22512966	MZ22512468
MZ22530000	MZ22508808
MZ22530000	MZ22501006
MZ22530098	MZ22505625
MZ22530472	MZ22502736
